,0,1,2,Tax-Supported Debt Principal Outstanding as of 8/31/03 ,Tax-Supported Debt Interest Outstanding as of 8/31/03 ,Tax-Supported Debt Service Outstanding as of 8/31/03 ,2002 M&O Tax Rate ,2002 I&S Tax Rate ,2002 TOTAL Tax Rate ,2002 Tax Year Assessed Valuation (AV) ,Population ,Debt Ratio Tax Debt to Assessed Valuation (AV) ,Debt Ratio Tax Debt Service to AV ,Debt Ratio Tax Debt Per Capita 
441,027-102-03,Granite Shoals,Burnet,820000,126749.82638889,946749.82638889,0.1482,0,0.1482,133152181,2120,0.006158367019162833,0.007110284031989608,386.79245283018867
442,108-119-03,Granjeno,Hidalgo,,,,0.253431,0,0.253431,3052677,313,0,0,0
443,113-101-03,Grapeland,Houston,1818000,1448106.875,3266106.875,0.47297,0,0.47297,36039030,1439,0.050445308877625175,0.09062693626881745,1263.3773453787353
444,220-111-03,Grapevine,Tarrant,157645000,74818961.91,232463961.91,0.1489,0.2171,0.366,4896448931,45830,0.03219578151871059,0.04747603113722744,3439.777438359153
445,100-001-03,Grayburg,Hardin,,,,,,,,257,,,0
446,129-002-03,Grays Prairie,Kaufman,,,,,,,,318,,,0
447,116-107-03,Greenville,Hunt,35990000,22965588.135,58955588.135,0.533,0.2672,0.8002,821946559,24504,0.043786301683392044,0.071726789886105,1468.739797584068
448,205-101-03,Gregory,San Patricio,,,,0.839,0,0.839,22541447,2282,0,0,0
449,015-107-03,Grey Forest,Bexar,810000,321968,1131968,0.122191,0,0.122191,19168539,432,0.04225674163273476,0.05905343125002902,1875
450,147-102-03,Groesbeck,Limestone,4645000,2335975,6980975,0.6365,0,0.6365,71060768,4311,0.06536658877652433,0.09823950959832013,1077.4762236140107
451,033-101-03,Groom,Carson,,,,0.484528,0,0.484528,12211880,590,0,0,0
452,123-105-03,Groves,Jefferson,12570000,5236953.75,17806953.75,0.744,0.055,0.799,443129400,15414,0.02836643201737461,0.040184545981376996,815.4924094978591
453,228-101-03,Groveton,Trinity,,,,0.8135,0,0.8135,16901508,1122,0,0,0
454,098-101-03,Gruver,Hansford,185000,23875,208875,0.2646,0.0875,0.3521,26699665,1141,0.006928925887272368,0.007823131863264951,162.1384750219106
455,107-004-03,Gun Barrel City,Henderson,,,,,,,,5411,,,0
456,091-103-03,Gunter,Grayson,,,,0.48297,0,0.48297,27833405,1415,0,0,0
457,047-103-03,Gustine,Comanche,,,,0.1,0,0.1,7898861,439,0,0,0
458,061-122-03,Hackberry,Denton,310000,147000,457000,0.25,0.353,0.603,10355715,467,0.029935161406044873,0.04413022181471777,663.8115631691649
459,095-103-03,Hale Center,Hale,305000,66250,371250,0.6,0,0.6,28938107,2184,0.010539735719409705,0.012829104543707713,139.65201465201466
460,143-101-03,Hallettsville,Lavaca,,,,0.3339,0,0.3339,90875375,2291,0,0,0
461,161-120-03,Hallsburg,McLennan,,,,,,,,530,,,0
462,102-101-03,Hallsville,Harrison,,,,0.12879,0,0.12879,75322660,2783,0,0,0
463,220-127-03,Haltom City,Tarrant,20235000,6630180,26865180,0.26368,0.19207,0.45575,1299009176,39889,0.015577257169428956,0.02068128578023224,507.282709518915
464,097-101-03,Hamilton,Hamilton,530000,150255,680255,0.50749,0,0.50749,81722643,2971,0.006485350700172534,0.008323947623671446,178.39111410299563
465,127-101-03,Hamlin,Jones,5305000,0,5305000,0.8327,0,0.8327,33444815,2136,0.15861950499651442,0.15861950499651442,2483.614232209738
466,219-101-03,Happy,Swisher,305000,71093.75,376093.75,0.7788,0,0.7788,12656508,632,0.024098274184316874,0.029715443627894834,482.59493670886076
467,146-101-03,Hardin,Liberty,1000000,1128555,2128555,0.0948,0,0.0948,17927960,795,0.05577879468718137,0.11872823232537333,1257.861635220126
468,014-103-03,Harker Heights,Bell,7615000,2412572.5,10027572.5,0.6129,0.087,0.6999,530723408,18055,0.01434834018099311,0.018894159083331783,421.76682359457214
469,031-108-03,Harlingen,Cameron,16820000,3312231.25,20132231.25,0.406765,0.173179,0.579944,1744278228,59384,0.009642957029444732,0.011541869253899786,283.2412771116799
470,035-102-03,Hart,Castro,105000,34200,139200,0.509,0,0.509,15260830,1175,0.0068803597183115205,0.0091213911694187,89.36170212765957
471,104-101-03,Haskell,Haskell,4505000,3876161.25,8381161.25,0.3803,0,0.3803,55593364,3002,0.08103485156969455,0.15075830363494463,1500.666222518321
472,220-112-03,Haslet,Tarrant,2425000,1309451.25,3734451.25,0.305288,0.044712,0.35,265326028,1294,0.009139698876432885,0.014074952533492115,1874.03400309119
473,116-110-03,Hawk Cove,Hunt,,,,0.543195,0,0.543195,5007910,482,0,0,0
474,250-102-03,Hawkins,Wood,,,,0.753,0,0.753,51717342,1377,0,0,0
475,127-105-03,Hawley,Jones,,,,0.453,0,0.453,9944513,630,0,0,0
476,105-105-03,Hays,Hays,,,,0.082,0,0.082,9011977,242,0,0,0
477,198-104-03,Hearne,Robertson,2650000,841440,3491440,0.53503,0.10519,0.64022,103446940,4711,0.025616997467493963,0.033751022504870616,562.5132668223307
478,199-104-03,Heath,Rockwall,11575000,6269583.125,17844583.125,0.2836,0.0597,0.3433,618934348,5455,0.01870149885428559,0.02883114046370553,2121.9065077910172
479,061-003-03,Hebron,Denton,,,,,,,,155,,,0
480,065-102-03,Hedley,Donley,,,,0.300369,0,0.300369,5861527,385,0,0,0
481,101-102-03,Hedwig Village,Harris,3215000,988797.0833,4203797.0833,0.133698,0.080413,0.214111,409516400,2356,0.007850723438670588,0.01026527163087974,1364.6010186757217
482,015-121-03,Helotes,Bexar,1605000,493528.75,2098528.75,0.304915,0.055085,0.36,277933110,4989,0.005774770771283781,0.007550481301058373,321.7077570655442
483,202-101-03,Hemphill,Sabine,,,,0,0,0,26667086,1083,0,0,0
484,237-103-03,Hempstead,Waller,2766666.78,1016418.7124,3783085.4924,0.3742,0.0017,0.3759,139089471,5692,0.019891274013113473,0.02719893508258436,486.06232958538294
485,201-104-03,Henderson,Rusk,7055252,2036335.5,9091587.5,0.3711,0.1506,0.5217,356965296,11150,0.019764531956070037,0.025469107506742056,632.7580269058296
486,039-103-03,Henrietta,Clay,,,,0.6295,0,0.6295,78098997,3381,0,0,0
487,059-101-03,Hereford,Deaf Smith,1500000,349895,1849895,0.41,0,0.41,283092059,14423,0.005298629729490222,0.00653460576229021,104.0005546696249
488,161-111-03,Hewitt,McLennan,7880000,2706932.51,10586932.51,0.204549,0.250451,0.455,363422393,11944,0.021682758552525407,0.02913120576474769,659.7454789015405
489,061-121-03,Hickory Creek,Denton,,,,0.2993,0,0.2993,198101799,2437,0,0,0
490,097-102-03,Hico,Hamilton,40000,2600,42600,0.5663,0.1266,0.6929,38013808,1322,0.0010522492248079961,0.0011206454244205159,30.257186081694403
491,108-104-03,Hidalgo,Hidalgo,8355000,3964045.7083333,12319045.7083333,0,0.3514,0.3514,180223877,8599,0.04635900713644064,0.06835412661960047,971.6246075125015
492,212-003-03,Hideaway,Smith,,,,,,,,2672,,,0
493,148-104-03,Higgins,Lipscomb,,,,1.0521,0,1.0521,7158998,435,0,0,0
494,027-107-03,Highland Haven,Burnet,,,,0.0878,0,0.0878,53880147,472,0,0,0
495,057-108-03,Highland Park,Dallas,,,,0.2208,0,0.2208,2628830785,8920,0,0,0
496,061-104-03,Highland Village,Denton,19511083.5,6690175.98,26201259.48,0.455,0.1147,0.5697,1062913465,13527,0.01835622949794883,0.024650416372324346,1442.3806830782878
497,015-108-03,Hill Country Village,Bexar,1825000,998745,2823745,0.09495,0,0.09495,166673532,1058,0.010949548966178986,0.016941772134522234,1724.9527410207938
498,020-120-03,Hillcrest Village,Brazoria,260000,123185,383185,0.3014,0.0731,0.3745,31409510,731,0.00827774772672353,0.012199649087171369,355.67715458276336
499,227-119-03,Hills The,Travis,,,,0.04,0,0.04,356183856,1871,0,0,0
500,109-109-03,Hillsboro,Hill,13349000,5157702.5,18506702.5,0.443876,0.2548,0.698676,293655127,8590,0.04545808594038271,0.06302189472755229,1554.0162980209545
501,101-129-03,Hilshire Village,Harris,,,,0.394812,0,0.394812,85138085,742,0,0,0
502,084-105-03,Hitchcock,Galveston,3020000,842595,3862595,0.3284,0.24,0.5684,153002898,7107,0.019738188226996852,0.025245240779687716,424.9331644857183
503,020-115-03,Holiday Lakes,Brazoria,242000,66467.52,308467.52,0.7293,0.5768,1.3061,6668010,1131,0.03629268702356475,0.04626080644750083,213.96993810786915
504,014-104-03,Holland,Bell,496000,417000,913000,0.1888,0.2223,0.4111,18154764,1112,0.02732065258463288,0.0502898302616327,446.0431654676259
505,005-102-03,Holliday,Archer,340000,181815,521815,0.43582,0,0.43582,35618638,1671,0.009545564319444219,0.014650054839267014,203.47097546379413
506,015-109-03,Hollywood Park,Bexar,180000,14080.26388888889,194080.2638888889,0.378866,0.018393,0.397259,249210434,3035,0.0007222811545683517,0.0007787806504477614,59.308072487644154
507,163-103-03,Hondo,Medina,740000,197300,937300,0.3019,0.043,0.3449,143627450,8117,0.005152218465202856,0.006525911307344105,91.16668719970433
508,074-103-03,Honey Grove,Fannin,1335000,536962.5,1871962.5,0.6019,0.1882,0.7901,38759171,1760,0.03444346113594638,0.04829727911363223,758.5227272727273
509,019-102-03,Hooks,Bowie,2290000,926555,3216555,0.6462,0,0.6462,57217854,2961,0.04002247270580962,0.056215932180888856,773.38736913205
510,071-105-03,Horizon,El Paso,,,,0.2589,0,0.2589,214139790,6707,0,0,0
511,101-124-03,Houston,Harris,1569114411,676331859.75,2245446270.75,0.47459,0.18041,0.655,99942546830,2009834,0.0157001643521155,0.022467370924311676,780.7184130629694
512,101-124-03cp,Houston-Commercial Paper,Harris,220000000,,220000000,,,,,,0.002201264696348143,0.002201264696348143,109.46177644521886
513,065-103-03,Howardwick,Donley,,,,0.25,0,0.25,12813415,452,0,0,0
514,091-104-03,Howe,Grayson,,,,0.45844,0,0.45844,55997134,2610,0,0,0
515,109-103-03,Hubbard,Hill,4327219.57,2484053.8575,6811273.4275,0.6804,0,0.6804,31527495,1627,0.13725224823602383,0.2160423283708395,2659.630958819914
516,003-104-03,Hudson,Angelina,705000,202773.75,907773.75,0.1893,0,0.1893,65970960,3886,0.010686520250728502,0.013760202216247876,181.42048378795675
517,184-005-03,Hudson Oaks,Parker,2685000,1136595,3821595,,,,,1724,,,1557.4245939675175
518,034-104-03,Hughes Springs,Cass,,,,0.650766,0,0.650766,32572130,1851,0,0,0
519,101-103-03,Humble,Harris,13525000,2967545,16492545,0.12786,0.07196,0.19982,946895828,14847,0.014283514194551927,0.01741748618201748,910.9584427830538
520,101-104-03,Hunters Creek Village,Harris,,,,0.25904,0,0.25904,1116174496,4515,0,0,0
521,003-102-03,Huntington,Angelina,2030000,1291928.75,3321928.75,0.0278,0.5009,0.5287,33394320,2091,0.060788780846563126,0.09947586146386571,970.8273553323769
522,236-101-03,Huntsville,Walker,20635000,11548388.765,32183388.765,0.28397,0.16603,0.45,753850073,35730,0.027372816875750307,0.042692028451922694,577.525888609012
523,220-128-03,Hurst,Tarrant,22995000,9781737.6972222,32776737.6972222,0.40284,0.09616,0.499,1831614870,36809,0.012554495148862817,0.017894994321170914,624.7113477682088
524,057-109-03,Hutchins,Dallas,5825000,2632161.0694444,8457161.0694444,0.320294,0.188522,0.508816,136263026,2850,0.04274820669254769,0.06206497329249388,2043.859649122807
525,246-105-03,Hutto,Williamson,1220000,1572627.5,2792627.5,0.38,0,0.38,126360464,2971,0.009654918646072715,0.02210048468957822,410.6361494446314
526,210-001-03,Huxley,Shelby,,,,,,,,305,,,0
527,152-101-03,Idalou,Lubbock,725000,203017.5,928017.5,0.49397,0,0.49397,50176792,2137,0.014448910962661782,0.01849495479902342,339.2606457650912
528,221-001-03,Impact,Taylor,,,,,,,,38,,,0
529,031-110-03,Indian Lake,Cameron,,,,0.695,0,0.695,10171914,571,0,0,0
530,008-001-03,Industry,Austin,440000,462412.5,902412.5,,,,,317,,,1388.01261829653
531,205-102-03,Ingleside,San Patricio,5231000,1990552.1099999999,7221552.11,0.598,0.172,0.77,217792141,8796,0.024018313865604546,0.033158001371592194,594.7021373351523
532,205-109-03,Ingleside On The Bay,San Patricio,,,,0.183493,0,0.183493,32336411,649,0,0,0
533,133-102-03,Ingram,Kerr,,,,0.2905,0.0216,0.3121,46234128,1794,0,0,0
534,020-003-03,Iowa Colony,Brazoria,,,,,,,,866,,,0
535,243-101-03,Iowa Park,Wichita,590000,128737,718737,0.62625,0.07375,0.7,142688590,6323,0.004134878619236479,0.005037102125685032,93.31013759291476
536,186-001-03,Iraan,Pecos,,,,,,,,1215,,,0
537,018-106-03,Iredell,Bosque,,,,0.1793,0,0.1793,6104722,362,0,0,0
538,057-122-03,Irving,Dallas,184310000,72518456.295,256828456.295,0.3606,0.1374,0.498,14589169360,196119,0.01263334432907015,0.017604049275016433,939.7865581611164
539,057-122-03cp,Irving-Commercial Paper,Dallas,,,,0.3609,0.1271,0.488,,,,,
540,070-103-03,Italy,Ellis,1010000,630360.5,1640360.5,0.392,0.353,0.745,43916770,2028,0.02299804835373822,0.03735157435303188,498.0276134122288
541,109-104-03,Itasca,Hill,,,,0.5433,0,0.5433,28312483,1558,0,0,0
542,101-105-03,Jacinto City,Harris,7655000,2925022.5,10580022.5,0.11761,0.78174,0.89935,135452277,10382,0.05651436926379613,0.07810885674516937,737.333847042959
543,119-102-03,Jacksboro,Jack,7594013,6145314.5,13739327.5,0.3,0.69,0.99,81338880,4586,0.09336264526878167,0.16891463836236742,1655.9121238552116
544,037-105-03,Jacksonville,Cherokee,16775000,7208363.5,23983363.5,0.1885,0.3563,0.5448,429703938,14034,0.03903850655424992,0.05581369258943119,1195.311386632464
545,084-110-03,Jamaica Beach,Galveston,,,,0.339,0.1219,0.4609,148412208,1073,0,0,0
546,246-112-03,Jarrell,Williamson,,,,,,,,1384,,,0
547,121-101-03,Jasper,Jasper,10650000,3951012.5,14601012.5,0.0972,0.0528,0.15,210934818,7634,0.05048953084644376,0.06922049493033436,1395.0746659680378
548,132-101-03,Jayton,Kent,,,,0.57609,0,0.57609,8037141,484,0,0,0
549,155-101-03,Jefferson,Marion,,,,0.334622,0,0.334622,131933640,2003,0,0,0
550,101-106-03,Jersey Village,Harris,18941760,13947369.5833333,32889129.5833333,0.34673,0.32827,0.675,619227816,7181,0.03058932352612532,0.05311313337922355,2637.760757554658
551,145-104-03,Jewett,Leon,,,,0.09834,0.25166,0.35,17553166,897,0,0,0
552,210-102-03,Joaquin,Shelby,65000,3750,68750,0.23395,0,0.23395,15359583,917,0.0042318857224183755,0.00447603297563482,70.88331515812432
553,016-102-03,Johnson City,Blanco,270000,76820,346820,0.2228,0.0514,0.2742,62605374,1248,0.00431272880823298,0.0055397800195235635,216.34615384615384
554,039-002-03,Jolly,Clay,,,,,,,,194,,,0
555,020-117-03,Jones Creek,Brazoria,,,,0.31,0,0.31,30768160,2173,0,0,0
556,227-109-03,Jonestown,Travis,1480000,617150,2097150,0.5574,0.1253,0.6827,143116079,1751,0.01034125592554838,0.014653489773151205,845.2312964020559
557,043-115-03,Josephine,Collin,145000,29427.5,174427.5,0.436002,0,0.436002,14464965,675,0.010024220590924348,0.012058618876713494,214.8148148148148
558,126-108-03,Joshua,Johnson,2665000,1103848.125,3768848.125,0.368,0.1567,0.5247,170055330,5004,0.01567137001821701,0.022162481617012533,532.5739408473221
559,007-102-03,Jourdanton,Atascosa,650000,171197.5,821197.5,0.3043,0.1424,0.4467,72860277,3956,0.008921184859069366,0.011270853389700948,164.30738119312437
560,134-101-03,Junction,Kimble,791000,554060,1345060,0.5539,0.0136,0.5675,59545874,2631,0.013283875890376553,0.02258863477257887,300.6461421512733
561,061-105-03,Justin,Denton,1895000,782450,2677450,0.2707,0.159,0.4297,103019947,2153,0.01839449597076574,0.025989627037956056,880.1672085462146
562,128-102-03,Karnes City,Karnes,1985000,802955,2787955,0.5734,0.2457,0.8191,50016340,3439,0.03968703027850498,0.055740883879148294,577.2026751962779
563,101-107-03,Katy,Harris,7270000,2697490,9967490,0.49845,0.11621,0.61466,736321179,12430,0.009873408788639503,0.013536878042183818,584.875301689461
564,129-103-03,Kaufman,Kaufman,3250000,1393398.75,4643398.75,0.540659,0.094421,0.63508,204740246,7204,0.015873772077034623,0.022679462590857687,451.13825652415323
565,126-105-03,Keene,Johnson,4530000,1816196.25,6346196.25,0.506559,0.22304,0.729599,95032748,5396,0.04766777869035209,0.06677904599791222,839.5107487027427
566,220-113-03,Keller,Tarrant,109445000,46154735.3375,155599735.3375,0.28249,0.15551,0.438,2296545475,32921,0.047656360908768854,0.06775382287498574,3324.4737401658517
567,084-103-03,Kemah,Galveston,440000,108962.5,548962.5,0.031,0.0402,0.0712,164953183,2325,0.0026674235197995545,0.0033279897363362792,189.247311827957
568,129-104-03,Kemp,Kaufman,1075000,507968.5,1582968.5,0.53572,0.31116,0.84688,25730779,1189,0.041778758427795756,0.06152042656773042,904.121110176619
569,141-103-03,Kempner,Lampasas,,,,0.234,0,0.234,22826750,1084,0,0,0
570,079-111-03,Kendleton,Fort Bend,82000,76106.3,158106.3,0.66,0,0.66,8114120,495,0.010105840189694015,0.01948532927785145,165.65656565656565
571,128-103-03,Kenedy,Karnes,2610000,859761.34,3469761.34,0.333,0.1641,0.4971,60744210,3431,0.042967058094919665,0.05712085711543536,760.7111629262606
572,146-001-03,Kenefick,Liberty,,,,,,,,710,,,0
573,113-104-03,Kennard,Houston,,,,0.30612,0,0.30612,5993770,317,0,0,0
574,220-114-03,Kennedale,Tarrant,5185000,2673841.25,7858841.25,0.617235,0.095265,0.7125,297744422,6320,0.017414264103325503,0.0263945876708985,820.4113924050633
575,175-106-03,Kerens,Navarro,695000,230400,925400,0.55,0,0.55,26954195,1720,0.025784483639745132,0.03433231821614409,404.06976744186045
576,248-101-03,Kermit,Winkler,,,,0.7406,0,0.7406,62925373,5466,0,0,0
577,133-101-03,Kerrville,Kerr,17460000,8481613.75,25941613.75,0.5043,0.0589,0.5632,1075620939,21090,0.0162324842952876,0.024117802851734926,827.8805120910384
578,092-105-03,Kilgore,Gregg,11910000,3106530,15016530,0.47825,0.03175,0.51,563045859,11477,0.021152806311643613,0.02667017217153532,1037.7276291713863
579,014-108-03,Killeen,Bell,53880000,24098209.7916667,77978209.7916667,0.5162,0.1638,0.68,2330164265,92707,0.023122833359561456,0.0334646835688499,581.1858867183707
580,137-101-03,Kingsville,Kleberg,12715000,3560001.908888889,16275001.90888889,0.44399,0.25128,0.69527,495578978,25175,0.02565685907685939,0.03284037990184662,505.06454816286
581,015-110-03,Kirby,Bexar,2010000,658267.5,2668267.5,0.49323,0.193319,0.686549,161043432,8707,0.012481105097164099,0.016568620445197666,230.8487423911795
582,121-102-03,Kirbyville,Jasper,1550000,634240,2184240,0.3608,0.0492,0.41,39476411,2061,0.03926395436505107,0.055330257859560736,752.0621057738962
583,081-001-03,Kirvin,Freestone,,,,,,,,126,,,0
584,091-117-03,Knollwood,Grayson,,,,,,,,406,,,0
585,138-103-03,Knox City,Knox,,,,0.7675,0,0.7675,20169658,1163,0,0,0
586,147-103-03,Kosse,Limestone,,,,0.2999,0,0.2999,9301520,503,0,0,0
587,100-101-03,Kountze,Hardin,1530000,135440,1665440,0,0.45,0.45,39366590,2114,0.038865444022456605,0.04230592489722884,723.7464522232734
588,219-102-03,Kress,Swisher,,,,0.5114,0,0.5114,11997458,805,0,0,0
589,061-117-03,Krugerville,Denton,,,,0.2378,0,0.2378,45903044,1046,0,0,0
590,061-106-03,Krum,Denton,1535000,1283540,2818540,0.255,0,0.255,86079281,2321,0.017832398019216728,0.03274353557855578,661.3528651443344
591,021-103-03,Kurten,Brazos,,,,0.1797,0,0.1797,8238400,231,0,0,0
592,105-102-03,Kyle,Hays,6635000,3577620,10212620,0.3039,0.0506,0.3545,302994982,8540,0.02189805242385169,0.03370557470156387,776.9320843091335
593,163-104-03,La Coste,Medina,,,,0.4232,0,0.4232,21789655,1319,0,0,0
594,031-101-03,La Feria,Cameron,2025000,539718.125,2564718.125,0.3462,0.3538,0.7,106561720,6361,0.019003071647116808,0.024067912239029175,318.34617198553684
595,075-103-03,La Grange,Fayette,1904640.77,415806.2308333334,2320447.0008333335,0.2067,0.0542,0.2609,156414440,4577,0.012176885778576453,0.014835247953023606,416.13300633602796
596,214-001-03,La Grulla,Starr,24000,4800,28800,0,0,0,7273360,1277,0.003299712924975527,0.003959655509970633,18.79404855129209
597,108-105-03,La Joya,Hidalgo,260000,143000,403000,0.6215,0.0389,0.6604,58300047,4136,0.004459687656855576,0.006912515868126144,62.86266924564797
598,084-106-03,La Marque,Galveston,1050000,144587.5,1194587.5,0.4275,0.1086,0.5361,397912439,13729,0.0026387714911319973,0.003002136608250138,76.48044285818341
599,101-125-03,La Porte,Harris,14720000,7466520,22186520,0.575,0.135,0.71,1484751300,33214,0.009914118276912774,0.014942920070182797,443.1866080568435
600,247-102-03,La Vernia,Wilson,191000,88769.233333,279769.233333,0.2872,0.0202,0.3074,38158552,970,0.0050054310236929325,0.007331757068061702,196.90721649484536
601,108-115-03,La Villa,Hidalgo,,,,0.4172,0.4003,0.8175,17475161,1377,0,0,0
602,120-001-03,La Ward,Jackson,,,,,,,,201,,,0
603,161-102-03,Lacy-Lakeview,McLennan,1405000,748140,2153140,0.228559,0.054764,0.283323,146000965,5778,0.009623224065676552,0.014747436772078869,243.1637244721357
604,074-104-03,Ladonia,Fannin,,,,0.5624,0,0.5624,10293747,671,0,0,0
605,227-113-03,Lago Vista,Travis,17955000,9517615,27472615,0.2009,0.4981,0.699,394499189,4981,0.04551340154973044,0.06963921794019201,3604.6978518369806
606,031-102-03,Laguna Vista,Cameron,,,,0.22952,0,0.22952,96065591,2024,0,0,0
607,249-003-03,Lake Bridgeport,Wise,,,,,,,,396,,,0
608,205-001-03,Lake City,San Patricio,,,,,,,,528,,,0
609,061-113-03,Lake Dallas,Denton,2440000,1132591.25,3572591.25,0.4645,0.0972,0.5617,245246349,6647,0.00994917971235527,0.014567357534851619,367.0828945388897
610,020-112-03,Lake Jackson,Brazoria,30135000,11655823.54167,41790823.54167,0.2292,0.1458,0.375,1119235510,26954,0.026924628222347948,0.037338721983249085,1118.0158789048007
611,191-001-03,Lake Tanglewood,Randall,,,,,,,,833,,,0
612,220-116-03,Lake Worth,Tarrant,10790000,5119493.125,15909493.125,0.257332,0.054696,0.312028,243985862,4668,0.044223873922661965,0.06520661891876342,2311.4824335904027
613,092-102-03,Lakeport,Gregg,,,,0.23874,0,0.23874,28090890,889,0,0,0
614,205-110-03,Lakeside (a),San Patricio,,,,0.0714,0,0.0714,10208641,332,0,0,0
615,220-115-03,Lakeside (b),Tarrant,,,,0.298,0,0.298,58323409,1118,0,0,0
616,005-103-03,Lakeside City,Archer,770000,367573.75,1137573.75,0.14852,0.18716,0.33568,34691800,1008,0.02219544676263555,0.03279085403467102,763.8888888888889
617,096-102-03,Lakeview,Hall,,,,0.178,0,0.178,3333580,148,0,0,0
618,227-105-03,Lakeway,Travis,3785000,1594161.875,5379161.875,0.182,0.038,0.22,1235551170,8236,0.0030634101540286673,0.004353653661304857,459.5677513355998
619,061-124-03,Lakewood Village,Denton,,,,0.25,0,0.25,33822438,354,0,0,0
620,058-101-03,Lamesa,Dawson,,,,0.68796,0,0.68796,167803908,9657,0,0,0
621,141-101-03,Lampasas,Lampasas,2839000,1101677,3940677,0.21786,0.101864,0.319724,200380430,7207,0.01416805024322984,0.019665977361162466,393.9225752740391
622,057-123-03,Lancaster,Dallas,25580000,12545108.75,38125108.75,0.546793,0.124907,0.6717,1046946337,27082,0.024432961935087222,0.03641553287176743,944.538808064397
623,240-101-03,Laredo,Webb,151940000,53731199.9444,205671199.9444,0.484759,0.145775,0.630534,5558982217,191538,0.027332341437493756,0.03699799566104638,793.2629556537084
624,113-001-03,Latexo,Houston,,,,,,,,275,,,0
625,043-122-03,Lavon,Collin,,,,0.4145,0,0.4145,36889718,399,0,0,0
626,221-102-03,Lawn,Taylor,,,,0.1771,0,0.1771,5251803,348,0,0,0
627,084-107-03,League City,Galveston,77430000,30683542.7133334,108113542.7133334,0.4215,0.2285,0.65,2628387299,51397,0.029459128808550828,0.041133033459135354,1506.5081619549778
628,193-001-03,Leakey,Real,,,,,,,,385,,,0
629,246-109-03,Leander,Williamson,31295000,14881115,46176115,0.18843,0.37002,0.55845,542162010,11661,0.057722598453550815,0.08517032574820209,2683.7320984478174
630,019-108-03,Leary,Bowie,,,,0.0248,0,0.0248,6397563,563,0,0,0
631,090-101-03,Lefors,Gray,,,,0.522,0,0.522,5568360,548,0,0,0
632,015-111-03,Leon Valley,Bexar,4415000,1647152.5,6062152.5,0.4276,0.072,0.4996,504278097,9338,0.00875508975358095,0.012021447165887912,472.7993146284001
633,145-001-03,Leona,Leon,,,,,,,,189,,,0
634,074-105-03,Leonard,Fannin,220000,15912.5,235912.5,0.402,0.378,0.78,38297880,1905,0.005744443295555786,0.006159936268012746,115.48556430446195
635,161-002-03,Leroy,McLennan,,,,,,,,329,,,0
636,110-104-03,Levelland,Hockley,310000,14105,324105,0.573243,0.101511,0.674754,293444987,12932,0.0010564160702462434,0.0011044830014424476,23.971543458088462
637,061-112-03,Lewisville,Denton,63964780.1,30628288.5111,94593068.6111,0.31581,0.13469,0.4505,4824784942,83960,0.013257540153382447,0.01960565491482584,761.8482622677466
638,144-102-03,Lexington,Lee,,,,0.4299,0,0.4299,27468750,1238,0,0,0
639,146-105-03,Liberty,Liberty,9335000,3125324.5,12460324.5,0.314,0.2649,0.5789,270207826,8263,0.03454748198151744,0.04611385497028498,1129.7349630884667
640,246-111-03,Liberty Hill,Williamson,,,,0,0,0,55464196,1471,0,0,0
641,061-004-03,Lincoln Park,Denton,,,,,,,,566,,,0
642,212-103-03,Lindale,Smith,8690000,6111757.5,14801757.5,0.133367,0.380586,0.513953,187506278,3370,0.04634511490863255,0.07894006354283242,2578.635014836795
643,034-105-03,Linden,Cass,1300000,897287.5,2197287.5,0.50286,0,0.50286,44103450,2223,0.029476152092410005,0.04982121580057796,584.7953216374269
644,049-107-03,Lindsay,Cooke,,,,,,,,851,,,0
645,111-102-03,Lipan,Hood,698000,725091,1423091,0.33,0,0.33,9817830,451,0.07109514016844863,0.14494964773274746,1547.6718403547673
646,061-107-03,Little Elm,Denton,12014000,6316156.25,18330156.25,0.2885,0.1453,0.4338,408548448,9147,0.029406549110180442,0.04486654236415065,1313.4360992675195
647,014-001-03,Little River-Academy,Bell,,,,,,,,1637,,,0
648,140-106-03,Littlefield,Lamb,13245000,11360067.499967,24605067.499967,0.54336,0,0.54336,113677251,6456,0.11651407720969607,0.2164467145670773,2051.5799256505575
649,015-112-03,Live Oak,Bexar,5130000,2734065,7864065,0.34,0,0.34,416771073,9567,0.012308915690988947,0.018869027889562767,536.2182502351834
650,020-104-03,Liverpool,Brazoria,,,,0.1758,0,0.1758,8410748,415,0,0,0
651,187-102-03,Livingston,Polk,9770000,3704123.75,13474123.75,,,,,6172,,,1582.955281918341
652,150-102-03,Llano,Llano,,,,0.32491,0,0.32491,118568431,3459,0,0,0
653,028-101-03,Lockhart,Caldwell,13965000,4854074.305555556,18819074.305555556,0.4485,0.0681,0.5166,340353258,12769,0.04103089854952997,0.05529276968330227,1093.664343331506
654,077-102-03,Lockney,Floyd,,,,0.36,0,0.36,33875820,1966,0,0,0
655,107-112-03,Log Cabin,Henderson,221000,206578.75,427578.75,0.306783,0.294817,0.6016,15564560,774,0.014198923708733173,0.02747130339694794,285.5297157622739
656,141-102-03,Lometa,Lampasas,,,,0.339629,0,0.339629,12514560,818,0,0,0
657,116-103-03,Lone Oak,Hunt,247153.02,65794.8,312947.82,0.2971,0,0.2971,10023509,538,0.02465733507098163,0.031221383649179146,459.39223048327136
