,0,1,2,Tax-Supported Debt Principal Outstanding as of 8/31/03 ,Tax-Supported Debt Interest Outstanding as of 8/31/03 ,Tax-Supported Debt Service Outstanding as of 8/31/03 ,2002 M&O Tax Rate ,2002 I&S Tax Rate ,2002 TOTAL Tax Rate ,2002 Tax Year Assessed Valuation (AV) ,Population ,Debt Ratio Tax Debt to Assessed Valuation (AV) ,Debt Ratio Tax Debt Service to AV ,Debt Ratio Tax Debt Per Capita 
169,109-003-03,Bynum,Hill,,,,,,,,234,,,0
170,171-101-03,Cactus,Moore,,,,0.2285,0,0.2285,120297020,2647,0,0,0
171,116-101-03,Caddo Mills,Hunt,1560000,1021747.5,2581747.5,0.268544,0.216456,0.485,26469008,1170,0.05893685173241098,0.09753850616539918,1333.3333333333333
172,026-101-03,Caldwell,Burleson,1910000,474187.5,2384187.5,0.17582,0.31918,0.495,100747138,3623,0.0189583549261717,0.023665064311802087,527.1874137455147
173,049-106-03,Callisburg,Cooke,,,,0.1726,0,0.1726,4935474,383,0,0,0
174,198-102-03,Calvert,Robertson,,,,0.38576,0,0.38576,23927330,1403,0,0,0
175,166-104-03,Cameron,Milam,1676000,1012492.5277744444,2688492.5277744443,0.546624,0.068376,0.615,151075843,5757,0.011093765665765637,0.017795648029410263,291.12384922702796
176,193-101-03,Camp Wood,Real,3160000,5036902.43,8196902.43,0,1.5,1.5,11694866,789,0.27020403654047853,0.700897507504575,4005.0697084917615
177,116-108-03,Campbell,Hunt,205000,89557.5,294557.5,0.041598,0.207472,0.24907,9630321,759,0.02128693321852927,0.030586467470814317,270.09222661396575
178,106-101-03,Canadian,Hemphill,490000,30000,520000,0.66,0,0.66,64072376,2213,0.007647601518632616,0.00811582201977339,221.41888838680524
179,107-114-03,Caney City,Henderson,,,,,,,,244,,,0
180,234-101-03,Canton,Van Zandt,8570000,2742417.5,11312417.5,0,0,0,168457243,3382,0.05087344329860605,0.06715304903808737,2534.0035481963337
181,191-101-03,Canyon,Randall,130000,6435,136435,0.40511,0.01873,0.42384,367150906,12980,0.00035407784067949434,0.0003716046937931293,10.015408320493066
182,067-101-03,Carbon,Eastland,,,,0.08357,0,0.08357,3792200,223,0,0,0
183,109-004-03,Carl’s Corner,Hill,,,,,,,,143,,,0
184,075-106-03,Carmine,Fayette,95000,15372.5,110372.5,0.1125,0.0876,0.2001,11731740,230,0.008097690538658374,0.009408024726084962,413.04347826086956
185,064-103-03,Carrizo Springs,Dimmit,2785000,1495281.875,4280281.875,0.49,0.11,0.6,77530391,5584,0.03592139758459363,0.05520779425709332,498.74641833810887
186,057-116-03,Carrollton,Dallas,132033691,60139488.2708333,192173179.2708333,0.37693,0.22237,0.5993,8160240236,115107,0.016180123033328796,0.023549941388126716,1147.051795286125
187,183-102-03,Carthage,Panola,14445000,5624719.5,20069719.5,0.23842,0.29658,0.535,271745645,6544,0.05315632565151136,0.07385479719463398,2207.365525672372
188,243-002-03,Cashion,Wichita,,,,,,,,342,,,0
189,015-103-03,Castle Hills,Bexar,,,,0.505518,0,0.505518,353572345,4194,0,0,0
190,163-101-03,Castroville,Medina,223000,13634.5,236634.5,0.2305,0.0805,0.311,104723022,2798,0.002129426708102446,0.0022596225307554628,79.69978556111508
191,057-104-03,Cedar Hill,Dallas-Ellis,36845000,19301932.2175,56146932.2175,0.48949,0.15191,0.6414,1856279202,37269,0.019848845992726908,0.030247029734000112,988.6232525691594
192,246-101-03,Cedar Park,Williamson,64700000,30013918.125,94713918.125,0.22322,0.22502,0.44824,1916608890,37764,0.033757539338138,0.04941744693931791,1713.2718991632241
193,116-102-03,Celeste,Hunt,110000,20580,130580,0.3225,0.2362,0.5587,11763997,828,0.009350563418198763,0.011099968828621768,132.8502415458937
194,043-104-03,Celina,Collin,10520000,5710106.875,16230106.875,0.648885,0.157708,0.806593,114032871,2140,0.0922541010126808,0.1423283193054045,4915.887850467289
195,210-101-03,Center,Shelby,6390000,2863835,9253835,0.392953,0.211147,0.6041,151794421,5635,0.04209640880016269,0.06096294540363904,1133.9840283939664
196,133-001-03,Center Point,Kerr,,,,,,,,,,,
197,145-102-03,Centerville,Leon,,,,0.23378,0,0.23378,23634810,932,0,0,0
198,107-107-03,Chandler,Henderson,827000,249555.02,1076555.02,0.257823,0,0.257823,79709806,2169,0.010375135024165032,0.013505929496303127,381.2816966343937
199,103-101-03,Channing,Hartley,,,,0.3813,0,0.3813,4913667,350,0,0,0
200,007-101-03,Charlotte,Atascosa,105000,13200,118200,0.5,0,0.5,18730913,1727,0.0056057064596904595,0.006310423843194403,60.79907353792704
201,229-001-03,Chester,Tyler,,,,,,,,263,,,0
202,249-104-03,Chico,Wise,,,,0.34,0.15,0.49,29802115,1005,0,0,0
203,038-101-03,Childress,Childress,3280000,1027177.5,4307177.5,0.41932,0.12068,0.54,101294900,6650,0.032380702286097324,0.04252116839051127,493.23308270676694
204,099-101-03,Chillicothe,Hardeman,,,,0.4514,0,0.4514,9684390,759,0,0,0
205,123-003-03,China,Jefferson,381000,164852.5,545852.5,,,,,1089,,,349.86225895316807
206,015-104-03,China Grove,Bexar,,,,0.020593,0,0.020593,65810260,1272,0,0,0
207,174-002-03,Chireno,Nacogdoches,,,,,,,,399,,,0
208,007-106-03,Christine,Atascosa,,,,0.3195,0,0.3195,3846446,467,0,0,0
209,094-104-03,Cibolo,Guadalupe,2460000,772976.25,3232976.25,0.2508,0.0707,0.3215,178028201,3712,0.01381803549202859,0.018159910799750205,662.7155172413793
210,067-103-03,Cisco,Eastland,60471,29057.42,89528.42,0.75,0,0.75,61041780,3785,0.0009906493552448831,0.001466674464604407,15.976486129458388
211,065-101-03,Clarendon,Donley,,,,0.4555,0,0.4555,45782828,1985,0,0,0
212,194-104-03,Clarksville,Red River,805000,408341.25,1213341.25,0.68726,0.07759,0.76485,73959130,3748,0.010884389797446239,0.016405564127106417,214.7812166488794
213,092-101-03,Clarksville City,Gregg,,,,0.58186,0,0.58186,30831714,818,0,0,0
214,006-101-03,Claude,Armstrong,,,,0.5567,0,0.5567,30419890,1313,0,0,0
215,084-109-03,Clear Lake Shores,Galveston,,,,0.262633,0,0.262633,114227911,1214,0,0,0
216,126-107-03,Cleburne,Johnson,24520866.4,20132774.27,44653640.67,0.53143,0.19857,0.73,1072943455,27492,0.022853829142375447,0.041617888120674545,891.9273388622144
217,146-102-03,Cleveland,Liberty,2340000,550060,2890060,0.4628,0,0.4628,212736723,7830,0.010999511353759078,0.01358514862523289,298.85057471264366
218,018-101-03,Clifton,Bosque,6577000,4907815.625,11484815.625,0.3581,0.0719,0.43,97903887,3617,0.06717812950572637,0.11730704445881704,1818.357755045618
219,071-103-03,Clint,El Paso,,,,0.343347,0,0.343347,30152376,985,0,0,0
220,020-110-03,Clute,Brazoria,2850000,642999,3492999,0.723,0,0.723,204955541,10698,0.013905454744451139,0.017042715619969503,266.404935501963
221,030-102-03,Clyde,Callahan,2319000,1511756.9444444445,3830756.9444444445,0.48973,0.18153,0.67126,72432166,3351,0.03201616254303371,0.052887510563255066,692.0322291853178
222,114-101-03,Coahoma,Howard,,,,0.64195,0,0.64195,14033832,933,0,0,0
223,057-105-03,Cockrell Hill,Dallas,,,,0.740364,0,0.740364,59022363,4398,0,0,0
